frame.time,frame.len,frame.protocols,eth.src,eth.dst,ip.src,ip.dst,ip.flags,ip.ttl,ip.proto,ip.checksum,ip.tos,tcp.srcport,tcp.dstport,tcp.flags,tcp.window_size_value,tcp.window_size_scalefactor,tcp.checksum,tcp.options,tcp.pdu.size,udp.srcport,udp.dstport,label
"Jan 15, 2025 00:19:27.899614000 India Standard Time",74,eth:ethertype:ip:tcp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.2.1,0x02,64.0,6.0,0x4437,,59855.0,1883.0,0x0002,64240.0,,0xc4fa,020405b40402080ac4c967b60000000001030307,,,,0
"Jan 15, 2025 00:19:27.905062000 India Standard Time",74,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.2.1,192.168.18.17,0x02,61.0,6.0,0xa859,,1883.0,59855.0,0x0012,65160.0,,0xa0b2,020405b40402080abba00524c4c967b601030307,,,,0
"Jan 15, 2025 00:19:27.905098000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.2.1,0x02,64.0,6.0,0x443e,,59855.0,1883.0,0x0010,502.0,128.0,0xcc0c,0101080ac4c967bbbba00524,,,,0
"Jan 15, 2025 00:19:27.905183000 India Standard Time",80,eth:ethertype:ip:tcp:mqtt,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.2.1,0x02,64.0,6.0,0x442f,,59855.0,1883.0,0x0018,502.0,128.0,0x1603,0101080ac4c967bbbba00524,14,,,0
"Jan 15, 2025 00:19:27.910093000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.2.1,192.168.18.17,0x02,61.0,6.0,0xdb9a,,1883.0,59855.0,0x0010,509.0,128.0,0xcbf1,0101080abba0052ac4c967bb,,,,0
"Jan 15, 2025 00:19:27.910107000 India Standard Time",70,eth:ethertype:ip:tcp:mqtt,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.2.1,192.168.18.17,0x02,61.0,6.0,0xdb95,,1883.0,59855.0,0x0018,509.0,128.0,0xabe3,0101080abba0052ac4c967bb,4,,,0
"Jan 15, 2025 00:19:27.910121000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.2.1,0x02,64.0,6.0,0x443c,,59855.0,1883.0,0x0010,502.0,128.0,0xcbef,0101080ac4c967c0bba0052a,,,,0
"Jan 15, 2025 00:19:27.910346000 India Standard Time",1293,eth:ethertype:ip:tcp:mqtt,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.2.1,0x02,64.0,6.0,0x3f70,,59855.0,1883.0,0x0018,502.0,128.0,0xad4d,0101080ac4c967c0bba0052a,1227,,,0
"Jan 15, 2025 00:19:27.910410000 India Standard Time",68,eth:ethertype:ip:tcp:mqtt,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.2.1,0x02,64.0,6.0,0x4438,,59855.0,1883.0,0x0019,502.0,128.0,0xe718,0101080ac4c967c0bba0052a,2,,,0
"Jan 15, 2025 00:19:27.914973000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.2.1,192.168.18.17,0x02,61.0,6.0,0xdb98,,1883.0,59855.0,0x0010,501.0,128.0,0xc71d,0101080abba0052fc4c967c0,,,,0
"Jan 15, 2025 00:19:27.914998000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.2.1,192.168.18.17,0x02,61.0,6.0,0xdb97,,1883.0,59855.0,0x0011,501.0,128.0,0xc71c,0101080abba0052fc4c967c0,,,,0
"Jan 15, 2025 00:19:27.915017000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.2.1,0x02,64.0,6.0,0xa561,,59855.0,1883.0,0x0010,502.0,128.0,0xc716,0101080ac4c967c5bba0052f,,,,0
"Jan 15, 2025 00:20:18.640207000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x8939,,,,,,,,,,56946.0,53.0,0
"Jan 15, 2025 00:20:18.640236000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x8938,,,,,,,,,,56946.0,53.0,0
"Jan 15, 2025 00:20:18.647492000 India Standard Time",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0xcfd4,,,,,,,,,,53.0,56946.0,0
"Jan 15, 2025 00:20:18.647512000 India Standard Time",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0xcfe3,,,,,,,,,,53.0,56946.0,0
"Jan 15, 2025 00:20:18.653726000 India Standard Time",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x7238,,,,,,,,,,42503.0,53.0,0
"Jan 15, 2025 00:20:18.659378000 India Standard Time",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0xcfbc,,,,,,,,,,53.0,42503.0,0
"Jan 15, 2025 00:20:22.624657000 India Standard Time",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x6c09,,,,,,,,,,45125.0,53.0,0
"Jan 15, 2025 00:20:22.631380000 India Standard Time",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0xcc72,,,,,,,,,,53.0,45125.0,0
"Jan 15, 2025 00:20:22.631469000 India Standard Time",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.3,0x02,64.0,17.0,0xda90,,,,,,,,,,52759.0,123.0,0
"Jan 15, 2025 00:20:22.636715000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.3,192.168.18.17,0x02,61.0,17.0,0x344a,,,,,,,,,,123.0,52759.0,0
"Jan 15, 2025 00:21:18.841915000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0xf4ff,,,,,,,,,,49100.0,53.0,0
"Jan 15, 2025 00:21:18.841942000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0xf4fe,,,,,,,,,,49100.0,53.0,0
"Jan 15, 2025 00:21:18.849321000 India Standard Time",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x84b7,,,,,,,,,,53.0,49100.0,0
"Jan 15, 2025 00:21:18.849346000 India Standard Time",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x84c6,,,,,,,,,,53.0,49100.0,0
"Jan 15, 2025 00:21:18.854342000 India Standard Time",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x4a3d,,,,,,,,,,60153.0,53.0,0
"Jan 15, 2025 00:21:18.859081000 India Standard Time",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x8499,,,,,,,,,,53.0,60153.0,0
"Jan 15, 2025 00:21:22.640978000 India Standard Time",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x45d3,,,,,,,,,,49520.0,53.0,0
"Jan 15, 2025 00:21:22.647777000 India Standard Time",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x8389,,,,,,,,,,53.0,49520.0,0
"Jan 15, 2025 00:21:22.647870000 India Standard Time",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.3,0x02,64.0,17.0,0x4929,,,,,,,,,,52691.0,123.0,0
"Jan 15, 2025 00:21:22.652604000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.3,192.168.18.17,0x02,61.0,17.0,0x721f,,,,,,,,,,123.0,52691.0,0
"Jan 15, 2025 00:22:18.857724000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x347f,,,,,,,,,,51731.0,53.0,0
"Jan 15, 2025 00:22:18.970081000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x347e,,,,,,,,,,51731.0,53.0,0
"Jan 15, 2025 00:22:18.982570000 India Standard Time",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x0f94,,,,,,,,,,53.0,51731.0,0
"Jan 15, 2025 00:22:18.982606000 India Standard Time",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x0fa3,,,,,,,,,,53.0,51731.0,0
"Jan 15, 2025 00:22:18.991919000 India Standard Time",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0xf9ee,,,,,,,,,,47719.0,53.0,0
"Jan 15, 2025 00:22:18.997367000 India Standard Time",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x0f6e,,,,,,,,,,53.0,47719.0,0
"Jan 15, 2025 00:22:22.658125000 India Standard Time",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x75ff,,,,,,,,,,34206.0,53.0,0
"Jan 15, 2025 00:22:22.666470000 India Standard Time",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x01d6,,,,,,,,,,53.0,34206.0,0
"Jan 15, 2025 00:22:22.666553000 India Standard Time",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.3,0x02,64.0,17.0,0x011f,,,,,,,,,,40837.0,123.0,0
"Jan 15, 2025 00:22:22.671926000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.3,192.168.18.17,0x02,61.0,17.0,0xdf90,,,,,,,,,,123.0,40837.0,0
"Jan 15, 2025 00:23:18.449316000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0xff14,,,,,,,,,,48717.0,53.0,0
"Jan 15, 2025 00:23:18.449341000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0xff13,,,,,,,,,,48717.0,53.0,0
"Jan 15, 2025 00:23:18.456809000 India Standard Time",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x4a3b,,,,,,,,,,53.0,48717.0,0
"Jan 15, 2025 00:23:18.456829000 India Standard Time",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x4a4a,,,,,,,,,,53.0,48717.0,0
"Jan 15, 2025 00:23:18.462509000 India Standard Time",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0xa470,,,,,,,,,,34745.0,53.0,0
"Jan 15, 2025 00:23:18.468046000 India Standard Time",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x4a1b,,,,,,,,,,53.0,34745.0,0
"Jan 15, 2025 00:23:22.679223000 India Standard Time",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0xbd5b,,,,,,,,,,60008.0,53.0,0
"Jan 15, 2025 00:23:22.689562000 India Standard Time",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x3e88,,,,,,,,,,53.0,60008.0,0
"Jan 15, 2025 00:23:22.689665000 India Standard Time",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.3,0x02,64.0,17.0,0xc05e,,,,,,,,,,33474.0,123.0,0
"Jan 15, 2025 00:23:22.699380000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.3,192.168.18.17,0x02,61.0,17.0,0x5277,,,,,,,,,,123.0,33474.0,0
"Jan 15, 2025 00:24:17.168159000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0xb9ff,,,,,,,,,,48543.0,53.0,0
"Jan 15, 2025 00:24:17.168182000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0xb9fe,,,,,,,,,,48543.0,53.0,0
"Jan 15, 2025 00:24:17.174573000 India Standard Time",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x1e28,,,,,,,,,,53.0,48543.0,0
"Jan 15, 2025 00:24:17.174592000 India Standard Time",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x1e37,,,,,,,,,,53.0,48543.0,0
"Jan 15, 2025 00:24:17.179727000 India Standard Time",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x03f3,,,,,,,,,,34954.0,53.0,0
"Jan 15, 2025 00:24:17.184565000 India Standard Time",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x1e0f,,,,,,,,,,53.0,34954.0,0
"Jan 15, 2025 00:24:22.705084000 India Standard Time",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0xfd79,,,,,,,,,,45921.0,53.0,0
"Jan 15, 2025 00:24:22.713345000 India Standard Time",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x1073,,,,,,,,,,53.0,45921.0,0
"Jan 15, 2025 00:24:22.713447000 India Standard Time",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.3,0x02,64.0,17.0,0xf400,,,,,,,,,,53943.0,123.0,0
"Jan 15, 2025 00:24:22.718328000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.3,192.168.18.17,0x02,61.0,17.0,0xbd0e,,,,,,,,,,123.0,53943.0,0
"Jan 15, 2025 00:24:54.423678000 India Standard Time",55,eth:ethertype:ip:udp:coap,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.2.3,192.168.18.18,0x02,61.0,17.0,0xe365,,,,,,,,,,48346.0,5683.0,0
"Jan 15, 2025 00:25:18.794735000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x0d1f,,,,,,,,,,38143.0,53.0,0
"Jan 15, 2025 00:25:18.794766000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x0d1e,,,,,,,,,,38143.0,53.0,0
"Jan 15, 2025 00:25:18.804117000 India Standard Time",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x790a,,,,,,,,,,53.0,38143.0,0
"Jan 15, 2025 00:25:18.804140000 India Standard Time",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x7919,,,,,,,,,,53.0,38143.0,0
"Jan 15, 2025 00:25:18.809926000 India Standard Time",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x03dc,,,,,,,,,,54779.0,53.0,0
"Jan 15, 2025 00:25:18.814770000 India Standard Time",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x78f2,,,,,,,,,,53.0,54779.0,0
"Jan 15, 2025 00:25:22.723210000 India Standard Time",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0xfb2f,,,,,,,,,,33848.0,53.0,0
"Jan 15, 2025 00:25:22.730324000 India Standard Time",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x7475,,,,,,,,,,53.0,33848.0,0
"Jan 15, 2025 00:25:22.730410000 India Standard Time",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.3,0x02,64.0,17.0,0xddb2,,,,,,,,,,48807.0,123.0,0
"Jan 15, 2025 00:25:22.736029000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.3,192.168.18.17,0x02,61.0,17.0,0x2968,,,,,,,,,,123.0,48807.0,0
"Jan 15, 2025 00:26:17.231970000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x44b7,,,,,,,,,,51386.0,53.0,0
"Jan 15, 2025 00:26:17.231991000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x44b6,,,,,,,,,,51386.0,53.0,0
"Jan 15, 2025 00:26:17.238834000 India Standard Time",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x46d8,,,,,,,,,,53.0,51386.0,0
"Jan 15, 2025 00:26:17.238854000 India Standard Time",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x46e7,,,,,,,,,,53.0,51386.0,0
"Jan 15, 2025 00:26:17.245135000 India Standard Time",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x8801,,,,,,,,,,44752.0,53.0,0
"Jan 15, 2025 00:26:17.251243000 India Standard Time",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x46c0,,,,,,,,,,53.0,44752.0,0
"Jan 15, 2025 00:26:22.740593000 India Standard Time",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x33f6,,,,,,,,,,45617.0,53.0,0
"Jan 15, 2025 00:26:22.753096000 India Standard Time",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x4052,,,,,,,,,,53.0,45617.0,0
"Jan 15, 2025 00:26:22.753198000 India Standard Time",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.3,0x02,64.0,17.0,0x905c,,,,,,,,,,55398.0,123.0,0
"Jan 15, 2025 00:26:22.759308000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.3,192.168.18.17,0x02,61.0,17.0,0x4a50,,,,,,,,,,123.0,55398.0,0
"Jan 15, 2025 00:27:16.664497000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0xf685,,,,,,,,,,51624.0,53.0,0
"Jan 15, 2025 00:27:16.664544000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0xf684,,,,,,,,,,51624.0,53.0,0
"Jan 15, 2025 00:27:16.674389000 India Standard Time",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0xfb8f,,,,,,,,,,53.0,51624.0,0
"Jan 15, 2025 00:27:16.674413000 India Standard Time",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0xfb9e,,,,,,,,,,53.0,51624.0,0
"Jan 15, 2025 00:27:16.681049000 India Standard Time",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x6c77,,,,,,,,,,58585.0,53.0,0
"Jan 15, 2025 00:27:16.685988000 India Standard Time",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0xfb71,,,,,,,,,,53.0,58585.0,0
"Jan 15, 2025 00:27:22.763618000 India Standard Time",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x1e53,,,,,,,,,,50404.0,53.0,0
"Jan 15, 2025 00:27:22.771021000 India Standard Time",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0xe42b,,,,,,,,,,53.0,50404.0,0
"Jan 15, 2025 00:27:22.771113000 India Standard Time",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.3,0x02,64.0,17.0,0x3d7c,,,,,,,,,,44028.0,123.0,0
"Jan 15, 2025 00:27:22.777375000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.3,192.168.18.17,0x02,61.0,17.0,0xfb56,,,,,,,,,,123.0,44028.0,0
"Jan 15, 2025 00:28:16.398843000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x6035,,,,,,,,,,42257.0,53.0,0
"Jan 15, 2025 00:28:16.398869000 India Standard Time",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x6034,,,,,,,,,,42257.0,53.0,0
"Jan 15, 2025 00:28:16.405245000 India Standard Time",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x177b,,,,,,,,,,53.0,42257.0,0
"Jan 15, 2025 00:28:16.405274000 India Standard Time",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x178a,,,,,,,,,,53.0,42257.0,0
"Jan 15, 2025 00:28:16.412074000 India Standard Time",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0x4b9e,,,,,,,,,,57434.0,53.0,0
"Jan 15, 2025 00:28:16.420431000 India Standard Time",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x1762,,,,,,,,,,53.0,57434.0,0
"Jan 15, 2025 00:28:22.783239000 India Standard Time",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.2,0x02,64.0,17.0,0xbb91,,,,,,,,,,47710.0,53.0,0
"Jan 15, 2025 00:28:22.793520000 India Standard Time",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61.0,17.0,0x1035,,,,,,,,,,53.0,47710.0,0
"Jan 15, 2025 00:28:22.793617000 India Standard Time",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.3,0x02,64.0,17.0,0x1a24,,,,,,,,,,50981.0,123.0,0
"Jan 15, 2025 00:28:22.799362000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.3,192.168.18.17,0x02,61.0,17.0,0xaf58,,,,,,,,,,123.0,50981.0,0
